"","Antecedent","Consequence","Support","Confidence","Fitness","LHS_len"
"1224","Whole.weight (1.45314534942444,2.8255)","Diameter (0.21120632577802,0.65), Length (0.558591906373146,0.815)",0.1079722289,1,1.1079722289,2
"1225","Shucked.weight (0.635596621131462,1.10140247059223)","Diameter (0.388027577543421,0.65)",0.1027052909,1,1.1027052909,2
"1226","Shell.weight (0.275192521914082,0.919163164939344), Shucked.weight (0.713387296075214,0.917725170622109)","Length (0.534354474315823,0.815)",0.0447689729,1,1.0447689729,4
"1227","Whole.weight (1.70244783835291,2.8255)","Length (0.48818873991068,0.806736374595474)",0.0493176921,0.9951690821,1.0444867742,2
"1228","Length (0.075,0.815), Shucked.weight (0.889117706806467,1.26169699360238)","Whole.weight (0.002,2.8255)",0.0193919081,1,1.0193919081,4
"1229","Shucked.weight (0.848727518985513,0.940005458217453)","Length (0.435006892721654,0.815)",0.0117309073,1,1.0117309073,2
"1230","Whole.weight (2.12504860678336,2.8255)","Length (0.479602582658609,0.815), Diameter (0.148723795466812,0.65)",0.0114915011,1,1.0114915011,2
"1231","Whole.weight (2.15918930773902,2.68782146720846)","Length (0.556547419261994,0.815)",0.0093368446,1,1.0093368446,2
"1232","Shucked.weight (0.940005458217453,1.09265145096282)","Whole.weight (0.998566279711416,2.8255), Length (0.145056808868604,0.815)",0.0083792195,1,1.0083792195,2
"1233","Whole.weight (1.72142846911285,1.76425219883334)","Length (0.075,0.806736374595474)",0.0083792195,1,1.0083792195,2
"1234","Whole.weight (2.20576647172728,2.8255)","Length (0.29156758994929,0.815)",0.0076610007,1,1.0076610007,2
"1235","Whole.weight (2.20576647172728,2.8255)","Length (0.075,0.815)",0.0076610007,1,1.0076610007,2
"1236","Whole.weight (1.45314534942444,1.46756889225228)","Length (0.365478890524341,0.815), Diameter (0.21120632577802,0.602482511546849)",0.0047881254,1,1.0047881254,2
"1237","Whole.weight (1.62413215789009,2.56227836152463)","Viscera.weight (0.299514985971924,0.76)",0.0586545367,0.9459459459,1.0046004826,2
"1238","Whole.weight (2.28338244070087,2.68782146720846)","Length (0.075,0.815)",0.0040699066,1,1.0040699066,2
"1239","Height (0,0.666546734616718), Shucked.weight (1.14941876470219,1.34153500018848)","Length (0.435006892721654,0.815)",0.0023940627,1,1.0023940627,4
"1240","Whole.weight (2.1672714851572,2.18185704765463)","Length (0.193696707909238,0.815)",0.0007182188,1,1.0007182188,2
"1241","Shucked.weight (1.25091746053375,1.38110554656856)","Shell.weight (0.0015,0.670643356253402), Length (0.075,0.815)",0.0007182188,1,1.0007182188,2
"1243","Whole.weight (2.68782146720846,2.8255)","Length (0.556547419261994,0.815)",0.0004788125,1,1.0004788125,2
"1244","Whole.weight (2.70788156116753,2.8255)","Length (0.409403223558434,0.815)",0.0004788125,1,1.0004788125,2
"1245","Shucked.weight (0.001,1.04219665758919), Shell.weight (1.005,1.005)","Diameter (0.078419764939349,0.65)",0.0002394063,1,1.0002394063,4
"1246","Whole.weight (2.79386561540009,2.8255)","Length (0.411514135227478,0.815)",0.0002394063,1,1.0002394063,2
"1248","Rings (24), Shucked.weight (0.540672359024247,1.08365717312099), Diameter (0.174813905880715,0.572664722879264)","Shell.weight (0.572720531914707,0.816334347132133)",0.0002394063,1,1.0002394063,5
"1249","Whole.weight (2.8255,2.8255)","Length (0.189447438834722,0.815)",0.0002394063,1,1.0002394063,2
"1251","Whole.weight (2.8255,2.8255)","Length (0.478375890391918,0.815)",0.0002394063,1,1.0002394063,2
"1252","Shucked.weight (0.915914967701253,1.20374007610233)","Length (0.214418329582096,0.815), Whole.weight (1.65847522643126,2.8255)",0.0143643763,0.9836065574,0.9979709337,2
"1253","Whole.weight (1.84808245833012,2.8255)","Diameter (0.21120632577802,0.65), Length (0.67311748768649,0.815)",0.0270529088,0.9658119658,0.9928648746,2
"1254","Whole.weight (2.15918930773902,2.8255)","Length (0.674804902649223,0.815), Viscera.weight (0.297851995002297,0.76)",0.0095762509,0.9756097561,0.985186007,2
"1255","Sex (F), Shell.weight (0.4029,1.005), Height (0,0.572425949339663)","Shucked.weight (0.448054845885585,1.48626955333481), Diameter (0.421034434546335,0.65)",0.0564998803,0.921875,0.9783748803,5
"1256","Shucked.weight (0.817667020199363,1.08800945767496)","Length (0.649622864294414,0.801227290992457), Whole.weight (1.66879737939822,2.37195559194124)",0.0203495332,0.7943925234,0.8147420566,2
"1257","Whole.weight (0.002,0.925002641689044)","Length (0.075,0.815), Sex (I)",0.3038065597,0.5098433106,0.8136498703,2
"1258","Shucked.weight (1.02446050978848,1.34515914902673), Length (0.214418329582096,0.815), Sex (M)","Whole.weight (0.68519593169721,2.4643027412177)",0.0045487192,0.7916666667,0.7962153859,5
"1259","Length (0.075,0.815), Whole.weight (0.002,2.05301268077198)","Sex (M)",0.3562365334,0.3616917842,0.7179283176,4
"1260","Whole.weight (2.15918930773902,2.5817644217716)","Sex (M), Diameter (0.0689166135301012,0.626024449344977), Length (0.636816411506174,0.815)",0.0064639694,0.7105263158,0.7169902852,2
"1261","Whole.weight (0.235251674979797,1.89925193717064)","Shucked.weight (0.0364890279485839,0.969391366383248), Sex (M), Length (0.440917886219854,0.815)",0.3088340915,0.3622577928,0.6710918843,2
"1262","Shucked.weight (0.203143887012386,0.86096577810464)","Whole.weight (0.20993132384003,1.53783548962453), Sex (M), Length (0.378689862877943,0.815)",0.2693320565,0.388332758,0.6576648145,2
"1263","Diameter (0.267736389856526,0.65)","Sex (F), Shell.weight (0.0015,1.005)",0.309312904,0.3444414823,0.6537543863,2
"1264","Whole.weight (1.0975041258918,2.2156050340127)","Length (0.228124966869595,0.815), Sex (F)",0.1369403878,0.4806722689,0.6176126567,2
"1265","Whole.weight (2.15918930773902,2.8255)","Length (0.285128252638196,0.749660435110799)",0.0059851568,0.6097560976,0.6157412544,2
"1266","Shucked.weight (0.133204094678092,0.850647774788907)","Whole.weight (0.002,1.63187230792039), Sex (M), Viscera.weight (0.00168578025279622,0.76), Length (0.470342812153163,0.815)",0.2722049318,0.3369887374,0.6091936692,2
"1267","Whole.weight (0.989218867150081,2.2902328822859)","Length (0.374466915694102,0.802234614374872), Shucked.weight (0.433747460869223,1.31843374141861), Sex (M)",0.157289921,0.4424242424,0.5997141634,2
"1268","Whole.weight (2.4498532648561,2.8255)","Length (0.075,0.815), Sex (M)",0.0016758439,0.5833333333,0.5850091772,2
"1270","Whole.weight (1.53802113461997,2.64539091068658)","Diameter (0.0689166135301012,0.626024449344977), Sex (M), Length (0.549796441085464,0.815)",0.0411778789,0.4956772334,0.5368551123,2
"1271","Whole.weight (1.53802113461997,2.68782146720846)","Sex (M), Length (0.556547419261994,0.815)",0.0411778789,0.4942528736,0.5354307525,2
"1272","Whole.weight (1.35108629185384,1.93780754997656)","Length (0.26966345481595,0.815), Diameter (0.0689166135301012,0.578506960891826), Sex (M)",0.0572180991,0.4658869396,0.5231050387,2
"1273","Whole.weight (1.38670198851101,2.59873664438035)","Sex (M), Diameter (0.0633499681180607,0.635614669606986), Length (0.639516802776785,0.815)",0.0567392866,0.4488636364,0.505602923,2
"1275","Rings (27), Viscera.weight (0.133068121726976,0.654936055204524), Diameter (0.336819424149869,0.6105631568326)","Whole.weight (1.37332198573583,2.68782146720846)",0.0002394063,0.5,0.5002394063,5
"1276","Whole.weight (0.287158764714308,2.8255)","Sex (I)",0.2027771128,0.2394684761,0.4422455889,2
"1277","Whole.weight (0.716155024354302,2.13952613955097)","Sex (F), Length (0.0986773532062977,0.815), Viscera.weight (0.22584215048094,0.76)",0.1503471391,0.2764084507,0.4267555898,2
"1278","Whole.weight (0.0231285353374517,2.15918930773902)","Shucked.weight (0.161899377889119,1.33341336013237), Sex (M), Length (0.556547419261994,0.815)",0.2106775198,0.2136959689,0.4243734887,2
"1279","Shucked.weight (0.770502597313239,1.07517171827353)","Whole.weight (1.39584464681295,2.56227836152463), Sex (M), Length (0.38783678202118,0.726851593369881)",0.0136461575,0.3904109589,0.4040571164,2
"1280","Whole.weight (1.80849198654454,2.8255)","Shucked.weight (0.338078946527184,0.856982880255785), Length (0.295761861647443,0.806736374595474)",0.0117309073,0.3656716418,0.3774025491,2
"1281","Height (0.19521171575264,0.939921893116588)","Sex (F), Shucked.weight (0.445211480101675,0.826993454422448), Whole.weight (1.1797758348727,2.8255)",0.0186736893,0.3529411765,0.3716148658,2
"1282","Shucked.weight (0.814574580426332,1.18230810723297)","Sex (F), Whole.weight (0.002,2.15918930773902)",0.010533876,0.3548387097,0.3653725857,2
"1283","Shucked.weight (0.0352691807428153,1.09929597629933)","Whole.weight (0.988848779659539,2.8255), Length (0.109373519619129,0.815), Sex (M)",0.1745271726,0.1808035714,0.355330744,2
"1284","Shell.weight (0.416899621946882,0.614266583515552), Diameter (0.476448464763649,0.562464932004853), Viscera.weight (0.497786160341679,0.570216722096125), Length (0.458883607480626,0.815)","Shucked.weight (0.767293915356574,0.832699790225168)",0.0002394063,0.3333333333,0.3335727396,8
"1285","Whole.weight (0.672030605657748,2.2902328822859)","Length (0.370948729579029,0.802234614374872), Shucked.weight (0.512442027321123,1.41217750237329), Sex (M)",0.117787886,0.2037267081,0.3215145941,2
"1289","Length (0.075,0.815)","Whole.weight (1.14642712743053,2.8255), Sex (M)",0.1268853244,0.1268853244,0.2537706488,2
"1290","Shell.weight (0.757692322412293,0.827969282512113)","Viscera.weight (0.293020895813975,0.76), Length (0.74963705277723,0.815)",0.0002394063,0.25,0.2502394063,2
"1291","Whole.weight (0.967930307171937,2.19208865667918)","Length (0.344597129756148,0.593588888733493)",0.0648790998,0.1760883691,0.2409674689,2
"1292","Shucked.weight (1.07697614808665,1.22519483377614)","Length (0.752929941138737,0.815)",0.0009576251,0.2222222222,0.2231798473,2
"1293","Diameter (0.501602795825401,0.65)","Whole.weight (0.564520420810926,2.05290129377472), Length (0.150596461045516,0.815), Rings (10)",0.0311228154,0.1914580265,0.2225808419,2
"1294","Whole.weight (1.96495972478783,2.73955516821725)","Shucked.weight (0.978232986555989,1.11213371570076), Length (0.371159601892363,0.815), Sex (M)",0.0043093129,0.2168674699,0.2211767828,2
"1295","Length (0.420051470127922,0.526973016416167)","Shucked.weight (0.0127470027074033,1.488), Whole.weight (0.530647102487223,1.85814728404712), Sex (I)",0.0416566914,0.1600735971,0.2017302885,2
"1296","Whole.weight (2.30265483886409,2.8255)","Shell.weight (0.4173577479548,0.605765551183194), Shucked.weight (0.374287062182848,1.14060525220041), Length (0.0993672115418378,0.815)",0.0007182188,0.1666666667,0.1673848855,2
"1297","Whole.weight (0.76534455628945,1.5641438400875)","Sex (I), Length (0.075,0.815)",0.0423749102,0.094199042,0.1365739522,2
"1298","Length (0.075,0.815)","Whole.weight (1.63640513174513,2.8255)",0.0610485995,0.0610485995,0.122097199,2
"1299","Viscera.weight (0.501340031380399,0.681041834016727), Shell.weight (0.552276408649793,0.775553981010739)","Diameter (0.514379063090273,0.554019475883816), Length (0.671325654818615,0.713467126933197)",0.0002394063,0.1111111111,0.1113505174,4
"1300","Length (0.173453497052921,0.518330771628209)","Whole.weight (0.374982123418302,2.8255), Shucked.weight (0.24006089563348,0.488216803166926), Sex (M)",0.0325592531,0.0784766301,0.1110358832,2
"1301","Whole.weight (0.508065632430919,1.76425219883334)","Shucked.weight (0.0184628405090307,1.07517171827353), Length (0.671878191274093,0.815)",0.0390232224,0.0589938473,0.0980170697,2
"1302","Diameter (0.055,0.559394550422771)","Shucked.weight (0.443088754187648,0.740213314567205), Shell.weight (0.419478564737341,1.005)",0.0469236294,0.0485870104,0.0955106398,2
"1304","Whole.weight (1.86414868987961,2.57453641976116)","Length (0.278574955975542,0.695822146631732), Sex (M)",0.0023940627,0.0909090909,0.0933031536,2
"1305","Viscera.weight (0.256021126149826,0.733148538083722)","Rings (13)",0.0177160642,0.0729783037,0.0906943679,2
"1306","Height (0,0.759540868064334), Shell.weight (0.254436197211531,0.926872951762139), Length (0.307365933331231,0.815)","Shucked.weight (0.841265834787644,1.41679352686316)",0.0272923151,0.0620577028,0.0893500179,6
"1307","Length (0.534354474315823,0.60849585392537)","Whole.weight (1.01956618086261,2.8255), Shucked.weight (0.542831341736614,0.771886605018445)",0.0162796265,0.0647619048,0.0810415313,2
"1308","Height (0,0.569987497113133), Diameter (0.435419764939349,0.65), Shucked.weight (0.001,1.1896942327754)","Shell.weight (0.528429748454897,0.879096076533866)",0.0248982523,0.0557341908,0.0806324431,6
"1310","Length (0.075,0.815)","Shucked.weight (0.772644663488152,1.18247492021284), Whole.weight (0.0656264889149808,2.8255)",0.0385444099,0.0385444099,0.0770888198,2
"1312","Length (0.153373718576649,0.813321127695974)","Whole.weight (1.84785182405265,2.62056433811884)",0.0270529088,0.0271113244,0.0541642332,2
"1313","Length (0.075,0.815)","Whole.weight (0.627806599428949,2.8255), Sex (F), Rings (12)",0.0258558774,0.0258558774,0.0517117548,2
"1314","Height (0,0.687973460404805), Shell.weight (0.159145774358588,0.87068170642877)","Length (0.3583508032525,0.815), Shucked.weight (0.894349439452837,1.488)",0.0189130955,0.0279448178,0.0468579133,4
"1315","Whole.weight (1.91557258548898,2.54553629044786)","Length (0.361102846097637,0.687558521227206), Shucked.weight (0.35422613052295,1.07517171827353)",0.0009576251,0.0449438202,0.0459014453,2
"1316","Whole.weight (1.86414868987961,2.8255)","Sex (M), Length (0.338662997258451,0.691848396835399)",0.0011970314,0.0442477876,0.045444819,2
"1317","Shucked.weight (0.515879251273321,0.957595085194272)","Shell.weight (0.595583236498079,0.788210696456889), Length (0.601368103522939,0.815)",0.0071821882,0.0323974082,0.0395795964,2
"1319","Height (0,0.544638289330401)","Shell.weight (0.567115513148449,1.005), Shucked.weight (0.047674404966251,1.488)",0.0186736893,0.0186781609,0.0373518502,2
"1320","Whole.weight (0.002,1.51321836897018)","Sex (I), Viscera.weight (0.204168640942512,0.615707535163311)",0.0165190328,0.0181818182,0.034700851,2
"1321","Whole.weight (2.14389900366563,2.48116521655376)","Shucked.weight (1.28675371047742,1.41201051654778)",0.0002394063,0.0333333333,0.0335727396,2
"1322","Shucked.weight (0.874754257586034,1.05152691825599)","Whole.weight (1.66879737939822,2.68914385343357), Length (0.646612684589494,0.658418329582096)",0.0004788125,0.0327868852,0.0332656977,2
"1323","Length (0.351269965454055,0.815)","Whole.weight (2.07021372274214,2.8255)",0.0148431889,0.0164499867,0.0312931756,2
"1325","Viscera.weight (0.265668229595053,0.610826663326171)","Rings (17), Shell.weight (0.0892117393887699,1.005)",0.0050275317,0.0232815965,0.0283091282,2
"1327","Whole.weight (1.23378517137144,2.56227836152463)","Sex (M), Rings (14)",0.0043093129,0.0212765957,0.0255859086,2
"1328","Height (0,0.412095230744201)","Shucked.weight (0.001,0.917725170622109), Shell.weight (0.572720531914707,1.005)",0.0126885324,0.0126946108,0.0253831432,2
"1330","Whole.weight (1.62413215789009,1.94111018840558)","Height (0.0856045868260214,0.831099750413436), Sex (I), Viscera.weight (0.312519091694981,0.76)",0.0007182188,0.0174418605,0.0181600793,2
"1331","Whole.weight (1.63852790880886,2.37472320261517)","Length (0.38838650421528,0.756661339109195), Viscera.weight (0.534513825365872,0.76), Sex (M)",0.0009576251,0.0170212766,0.0179789017,2
"1332","Whole.weight (1.52388211088474,2.03622791061033)","Rings (21), Length (0.354638938125507,0.813992676617584)",0.0009576251,0.0133333333,0.0142909584,2
"1333","Whole.weight (1.41505973749128,1.65847522643126)","Rings (21), Length (0.443178984404214,0.815)",0.0007182188,0.0118110236,0.0125292424,2
"1334","Diameter (0.309161822470058,0.620760077113541)","Viscera.weight (0.499010037639827,0.733148538083722)",0.0050275317,0.0060536178,0.0110811495,2
"1335","Shucked.weight (0.578341829141323,1.488)","Length (0.38783678202118,0.726851593369881), Whole.weight (1.41469238738413,2.8255), Sex (I)",0.0011970314,0.0072886297,0.0084856611,2
"1336","Length (0.535361797698238,0.815), Height (0.0298907173239863,0.695865051683589)","Shucked.weight (1.1604421419608,1.36179806636773)",0.0023940627,0.0046598322,0.0070538949,4
"1339","Shell.weight (0.204186717330127,0.91671724853011), Viscera.weight (0.386521134912127,0.72229933768001)","Diameter (0.65,0.65), Length (0.490543462732371,0.815)",0.0002394063,0.0054945055,0.0057339118,4
"1342","Length (0.276849983150325,0.775222016384662)","Whole.weight (0.002,2.54256243925524), Viscera.weight (0.496394864560598,0.649645995158618), Sex (F)",0.0019152502,0.0019935211,0.0039087713,2
"1343","Whole.weight (0.721717776022832,1.05725669018199)","Shell.weight (0.424900139765197,1.005), Length (0.420051470127922,0.815), Shucked.weight (0.0127470027074033,0.448448292203061)",0.0007182188,0.0030643514,0.0037825702,2
"1344","Viscera.weight (0.328178800734596,0.76)","Rings (27), Shell.weight (0.870890643041943,1.005)",0.0002394063,0.0024630542,0.0027024605,2
"1345","Whole.weight (1.46361538892286,2.8255)","Length (0.0837954652876818,0.815), Viscera.weight (0.76,0.76)",0.0002394063,0.0023041475,0.0025435538,2
"1346","Sex (I), Viscera.weight (0.111539993174569,0.733079068443576)","Shell.weight (0.620820515938268,1.005)",0.0002394063,0.0022883295,0.0025277358,3
"1347","Whole.weight (1.37577943907388,1.90851544530953)","Diameter (0.360598209110873,0.412), Shell.weight (0.14578604282326,0.6036), Shucked.weight (0.508634900865784,1.02524261178787), Length (0.388687435726921,0.748185784271923)",0.0002394063,0.0021978022,0.0024372085,2
"1348","Shell.weight (0.313972375606382,0.528429748454897)","Length (0.534354474315823,0.815), Shucked.weight (0.127083473324112,0.917725170622109), Viscera.weight (0.49750632634804,0.595273527636195)",0.0004788125,0.0018552876,0.0023341001,2
"1349","Height (0.0316880585047594,0.896340701507923)","Whole.weight (0.266201050142364,2.56227836152463), Viscera.weight (0.296620870121399,0.76), Rings (24)",0.0004788125,0.0004810005,0.000959813,2
"1350","Length (0.075,0.815)","Whole.weight (0.795635073611198,2.8255), Viscera.weight (0.0109566988315691,0.76), Rings (24)",0.0004788125,0.0004788125,0.000957625,2
"1351","Length (0.300527336356623,0.565046847297359)","Whole.weight (1.37768258883658,2.8255), Sex (M)",0.0002394063,0.0004585053,0.0006979116,2
"1352","Height (0.0955722819909068,0.491940243983541)","Rings (27), Shell.weight (0.584095142016744,0.910195520923838)",0.0002394063,0.0002820079,0.0005214142,2
"1353","Shell.weight (0.0632255277154585,1.005)","Height (0,0.302859837525907), Viscera.weight (0.319899075323601,0.672085378678128), Length (0.285128252638196,0.815), Diameter (0.65,0.65), Shucked.weight (0.518229072648596,1.18056299934217)",0.0002394063,0.0002653928,0.0005047991,2
"1354","Viscera.weight (0.0419610865501235,0.76)","Shell.weight (0.154222166605343,1.005), Diameter (0.65,0.65)",0.0002394063,0.0002646903,0.0005040966,2
"1355","Shucked.weight (0.001,0.851331592244702)","Length (0.0767429988492242,0.801227290992457), Sex (F), Viscera.weight (0.511900026413429,0.60765705804628)",0.0002394063,0.0002457002,0.0004851065,2
"1356","Shucked.weight (0.001,1.06614276733152)","Length (0.341994097200123,0.602910591086385), Viscera.weight (0.35896123514585,0.626325949084595), Whole.weight (0.46905559421978,1.54096371457642), Shell.weight (0.287442150927062,0.550246671765738)",0.0002394063,0.0002411382,0.0004805445,2
"1357","Height (0,0.401758289307292)","Shucked.weight (0.132312345182947,1.09689105177455), Shell.weight (1.005,1.005)",0.0002394063,0.000239521,0.0004789273,2
"1358","Shell.weight (0.0015,1.005)","Shell.weight (0.0015,1.005), Whole.weight (0.002,2.8255)",1,1,2,2
"1359","Diameter (0.055,0.65)","Height (0,0.655827003567763)",0.9997605937,0.9997605937,1.9995211874,2
"1360","Viscera.weight (5e-04,0.76)","Height (0,0.441286375263791)",0.9995211875,0.9995211875,1.999042375,2
"1361","Length (0.210768460034169,0.815)","Shell.weight (0.0015,1.005), Whole.weight (0.002,2.8255)",0.9856356237,1,1.9856356237,2
"1362","Shell.weight (0.010892413448603,1.005)","Whole.weight (0.002,2.3920739575006)",0.9863538425,0.996854585,1.9832084275,2
"1363","Length (0.162949040746502,0.727427428403037)","Length (0.162949040746502,0.727427428403037), Whole.weight (0.002,2.8255)",0.9830021547,1,1.9830021547,2
"1364","Shell.weight (0.0284721818995649,1.005)","Shell.weight (0.0284721818995649,1.005), Whole.weight (0.002,2.8255)",0.9703136222,1,1.9703136222,2
"1365","Diameter (0.0780220698522503,0.65)","Height (0,0.772951741228216), Length (0.202590627945072,0.756983259788127)",0.9849174048,0.9851532567,1.9700706615,2
"1366","Shell.weight (0.030218835618544,1.005)","Shell.weight (0.030218835618544,1.005), Whole.weight (0.018312411998198,2.8255)",0.9628920278,1,1.9628920278,2
"1367","Length (0.0951961830035075,0.815)","Whole.weight (0.002,1.94546841728371)",0.9784534355,0.9786877395,1.957141175,2
"1368","Shell.weight (0.0473339559009409,1.005)","Shell.weight (0.0473339559009409,1.005), Whole.weight (0.0998832465754975,2.8255)",0.93320565,1,1.93320565,2
"1369","Shell.weight (0.0015,1.005)","Whole.weight (0.002,2.8255), Length (0.271675851289504,0.815)",0.9662437156,0.9662437156,1.9324874312,2
"1370","Shell.weight (0.0601208528885652,1.005)","Shell.weight (0.0601208528885652,1.005), Whole.weight (0.002,2.8255)",0.9073497726,1,1.9073497726,2
"1371","Shell.weight (0.0015,1.005)","Shell.weight (0.0015,1.005), Whole.weight (0.123844444566832,2.8255)",0.9514005267,0.9514005267,1.9028010534,2
"1372","Length (0.402665045550278,0.774072552421671)","Length (0.402665045550278,0.774072552421671), Whole.weight (0.135779664762246,2.76563719896112)",0.8316973905,0.999424626,1.8311220165,2
"1373","Shell.weight (0.0942762977784659,1.005)","Shell.weight (0.0942762977784659,1.005), Whole.weight (0.168348654263305,2.8255)",0.8309791717,0.999424129,1.8304033007,2
"1374","Length (0.402665045550278,0.774072552421671)","Length (0.402665045550278,0.774072552421671), Whole.weight (0.277722267090921,2.80155487958445)",0.829542734,0.996835443,1.826378177,2
"1375","Shell.weight (0.0973901289868151,1.005)","Shell.weight (0.0973901289868151,1.005), Whole.weight (0.002,2.803949391626)",0.8235575772,0.9997093868,1.823266964,2
"1376","Length (0.264362511610995,0.815), Shell.weight (0.0015,1.005)","Diameter (0.265643796451197,0.65), Whole.weight (0.002,2.8255)",0.8977735217,0.9252405625,1.8230140842,4
"1377","Whole.weight (0.333759061519607,2.78958231937667)","Whole.weight (0.333759061519607,2.78958231937667), Shell.weight (0.0015,1.005)",0.8185300455,1,1.8185300455,2
"1378","Height (0,0.614291190645334)","Whole.weight (0.135326240711614,2.8255), Diameter (0.258107793303115,0.65), Length (0.340927920586194,0.815)",0.9073497726,0.9075670498,1.8149168224,2
"1379","Shell.weight (0.0515303305979177,0.64374)","Whole.weight (0.244492176561171,2.8255)",0.8649748623,0.9413757165,1.8063505788,2
"1380","Shell.weight (0.0015,1.005)","Shell.weight (0.0015,1.005), Whole.weight (0.224210401186023,2.8255)",0.8841273641,0.8841273641,1.7682547282,2
"1381","Viscera.weight (5e-04,0.454579729895055)","Shell.weight (0.00854337282973238,0.4029)",0.8728752693,0.885381253,1.7582565223,2
"1382","Length (0.262892700455045,0.815)","Shell.weight (0.0015,1.005), Whole.weight (0.259030779218368,2.8255)",0.8630596122,0.8894645941,1.7525242063,2
"1383","Shell.weight (0.0601208528885652,1.005)","Shell.weight (0.0601208528885652,1.005), Whole.weight (0.315586849740249,2.8255)",0.8305003591,0.9153034301,1.7458037892,2
"1384","Diameter (0.353675603703395,0.65)","Shell.weight (0.0015,1.005), Whole.weight (0.0963516793557367,2.72971951833779)",0.7323437874,0.9993466188,1.7316904062,2
"1385","Shell.weight (0.0015,1.005)","Shell.weight (0.0015,1.005), Whole.weight (0.275029113574308,2.78958231937667)",0.8551592052,0.8551592052,1.7103184104,2
"1386","Diameter (0.362579483081709,0.65)","Length (0.145107665248411,0.815)",0.7033756284,1,1.7033756284,2
"1387","Whole.weight (0.511144657984398,2.8255)","Height (0,0.670171268366423), Diameter (0.146720058528314,0.65)",0.6978692842,0.9996570645,1.6975263487,2
"1388","Shell.weight (0.0015,1.005)","Shell.weight (0.0015,1.005), Whole.weight (0.315586849740249,2.8255)",0.8305003591,0.8305003591,1.6610007182,2
"1389","Shell.weight (0.0515303305979177,0.64374)","Whole.weight (0.377818417272785,2.8255)",0.7852525736,0.854611777,1.6398643506,2
"1390","Whole.weight (0.628364028787974,2.8255)","Whole.weight (0.628364028787974,2.8255), Shell.weight (0.0015,1.005)",0.61335887,1,1.61335887,2
"1391","Shell.weight (0.0015,1.005)","Whole.weight (0.002,2.8255), Viscera.weight (0.0754285917068984,0.743587005368215)",0.8027292315,0.8027292315,1.605458463,2
"1392","Shell.weight (0.00950950022849624,1.005)","Shell.weight (0.00950950022849624,1.005), Whole.weight (0.372350668643372,2.76563719896112)",0.7936317932,0.7997587455,1.5933905387,2
"1393","Diameter (0.278621301616745,0.65)","Whole.weight (0.115394163409175,1.35878069547284)",0.7385683505,0.8387710712,1.5773394217,2
"1394","Diameter (0.278621301616745,0.65)","Whole.weight (0.002,1.35878069547284)",0.7385683505,0.8387710712,1.5773394217,2
"1395","Shell.weight (0.0015,1.005)","Shell.weight (0.0015,1.005), Whole.weight (0.391793024906849,2.76563719896112)",0.7816614795,0.7816614795,1.563322959,2
"1396","Shell.weight (0.0015,1.005)","Shell.weight (0.0015,1.005), Whole.weight (0.396285006468543,2.8255)",0.7792674168,0.7792674168,1.5585348336,2
"1397","Length (0.294605456921544,0.815), Shell.weight (0.207011427768896,1.005)","Whole.weight (0.002,2.8255)",0.5582954273,1,1.5582954273,4
"1398","Shell.weight (0.0015,1.005)","Shell.weight (0.0015,1.005), Whole.weight (0.426631098185373,2.8255)",0.7603543213,0.7603543213,1.5207086426,2
"1399","Shell.weight (0.21134721224261,1.005), Diameter (0.347230116096586,0.581718419403609)","Whole.weight (0.631954324117242,2.78958231937667)",0.5312425186,0.9875389408,1.5187814594,4
"1400","Shell.weight (0.225220845303388,1.005)","Whole.weight (0.176347423782705,2.72971951833779)",0.5116112042,0.9985981308,1.510209335,2
"1401","Diameter (0.235879806037657,0.65)","Whole.weight (0.224210401186023,1.32286301484951)",0.7258798181,0.777236606,1.5031164241,2
"1402","Diameter (0.284598210870221,0.65)","Whole.weight (0.30306047083781,1.35878069547284)",0.6947570026,0.798129813,1.4928868156,2
"1403","Shell.weight (0.0867028423310568,0.64374)","Whole.weight (0.565970527116934,2.8255)",0.6542973426,0.779743224,1.4340405666,2
"1404","Diameter (0.24275325365829,0.65), Shell.weight (0.255239043662138,1.005)","Whole.weight (0.0209951687003792,2.82310548795844)",0.4316495092,0.9994456763,1.4310951855,4
"1405","Shell.weight (0.255239043662138,1.005)","Whole.weight (0.321570675289028,2.76563719896112)",0.4314101029,0.9983379501,1.429748053,2
"1406","Length (0.55888233336142,0.700175096449051)","Shell.weight (0.0015,1.005), Whole.weight (0.436355171350895,2.70816890996379)",0.418242758,1,1.418242758,2
"1407","Shell.weight (0.00401782481818607,0.788244)","Whole.weight (0.500520163937979,2.78958231937667)",0.7009815657,0.7030012005,1.4039827662,2
"1408","Shell.weight (0.0015,1.005)","Shell.weight (0.0015,1.005), Whole.weight (0.502959177647748,2.72971951833779)",0.701220972,0.701220972,1.402441944,2
"1409","Shell.weight (0.15612716296411,1.005)","Whole.weight (0.396285006468543,2.8255), Shucked.weight (0.268650482024379,0.850586426396973)",0.5664352406,0.8316344464,1.398069687,2
"1410","Diameter (0.331975807912819,0.65)","Whole.weight (0.432482632736661,1.35878069547284), Length (0.206966017821034,0.815)",0.6097677759,0.7767612077,1.3865289836,2
"1411","Shell.weight (0.0015,1.005)","Whole.weight (0.002,2.76563719896112), Viscera.weight (0.0584107031470646,0.286259979597892)",0.6799138137,0.6799138137,1.3598276274,2
