"rule_id","support","confidence","lift","rhs","antecedent_length","lhs_1","lhs_2","lhs_3","lhs_4","lhs_5","lhs_6","lhs_7","lhs_8"
7753,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",3,"Height=[0.2,1.13]","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA,NA
7754,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",3,"Height=[0.2,1.13]","ShuckedWeight=[0.28,0.419)","WholeWeight=[0.683,1)",NA,NA,NA,NA,NA
7755,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",3,"Height=[0.2,1.13]","VisceraWeight=[0.16,0.234)","WholeWeight=[0.683,1)",NA,NA,NA,NA,NA
7756,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",3,"Height=[0.155,0.174)","Length=[0.67,0.815]","ShuckedWeight=[0.419,0.574)",NA,NA,NA,NA,NA
7757,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",3,"Height=[0.155,0.174)","Length=[0.53,0.602)","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA,NA
7758,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",3,"Height=[0.174,0.2)","ShellWeight=[0.289,0.388)","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA,NA
7759,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",3,"Height=[0.174,0.2)","Length=[0.53,0.602)","ShuckedWeight=[0.146,0.28)",NA,NA,NA,NA,NA
7760,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",3,"Height=[0.131,0.155)","ShellWeight=[0.107,0.2)","WholeWeight=[1,1.34)",NA,NA,NA,NA,NA
7761,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",3,"Diameter=[0.429,0.494)","ShellWeight=[0.107,0.2)","WholeWeight=[1,1.34)",NA,NA,NA,NA,NA
7762,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",3,"Sex=F","ShellWeight=[0.107,0.2)","WholeWeight=[1,1.34)",NA,NA,NA,NA,NA
7763,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.174,0.2)","Sex=M","ShellWeight=[0.534,1]","VisceraWeight=[0.413,0.76]",NA,NA,NA,NA
7764,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.2,1.13]","Length=[0.67,0.815]","ShellWeight=[0.534,1]","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
7765,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Length=[0.67,0.815]","Sex=M","ShellWeight=[0.534,1]","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
7766,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.174,0.2)","Sex=M","ShellWeight=[0.534,1]","ShuckedWeight=[0.574,0.808)",NA,NA,NA,NA
7767,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.174,0.2)","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","WholeWeight=[1.78,2.83]",NA,NA,NA,NA
7768,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.2,1.13]","Length=[0.67,0.815]","Sex=M","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
7769,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.2,1.13]","Length=[0.67,0.815]","Sex=F","ShuckedWeight=[0.419,0.574)",NA,NA,NA,NA
7770,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.2,1.13]","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA,NA
7771,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
7772,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.2,1.13]","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.234,0.315)","WholeWeight=[1,1.34)",NA,NA,NA,NA
7773,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.2,1.13]","Length=[0.602,0.67)","ShuckedWeight=[0.574,0.808)","WholeWeight=[1,1.34)",NA,NA,NA,NA
7774,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.2,1.13]","Sex=M","ShuckedWeight=[0.574,0.808)","WholeWeight=[1,1.34)",NA,NA,NA,NA
7775,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","Length=[0.53,0.602)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
7776,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.2,1.13]","Length=[0.53,0.602)","Sex=F","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
7777,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.2,1.13]","Length=[0.53,0.602)","Sex=F","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
7778,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Length=[0.67,0.815]","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","WholeWeight=[1,1.34)",NA,NA,NA,NA
7779,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","ShellWeight=[0.388,0.534)","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA
7780,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Diameter=[0.429,0.494)","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","VisceraWeight=[0.315,0.413)",NA,NA,NA,NA
7781,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.174,0.2)","ShellWeight=[0.388,0.534)","VisceraWeight=[0.16,0.234)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
7782,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.131,0.155)","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
7783,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.174,0.2)","Sex=F","VisceraWeight=[0.16,0.234)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
7784,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Diameter=[0.494,0.65]","Sex=F","VisceraWeight=[0.16,0.234)","WholeWeight=[1.34,1.78)",NA,NA,NA,NA
7785,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","WholeWeight=[1,1.34)",NA,NA,NA,NA
7786,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.16,0.234)",NA,NA,NA,NA
7787,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.131,0.155)","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","VisceraWeight=[0.234,0.315)",NA,NA,NA,NA
7788,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Diameter=[0.429,0.494)","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
7789,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Diameter=[0.494,0.65]","Height=[0.155,0.174)","Sex=F","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
7790,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Diameter=[0.365,0.429)","Height=[0.155,0.174)","ShellWeight=[0.107,0.2)","WholeWeight=[0.359,0.683)",NA,NA,NA,NA
7791,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.155,0.174)","Length=[0.441,0.53)","ShellWeight=[0.107,0.2)","WholeWeight=[0.359,0.683)",NA,NA,NA,NA
7792,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.155,0.174)","Length=[0.441,0.53)","Sex=I","WholeWeight=[0.359,0.683)",NA,NA,NA,NA
7793,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.155,0.174)","Sex=F","VisceraWeight=[0.0855,0.16)","WholeWeight=[0.359,0.683)",NA,NA,NA,NA
7794,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Diameter=[0.298,0.365)","Height=[0.131,0.155)","Sex=M","VisceraWeight=[0.0005,0.0855)",NA,NA,NA,NA
7795,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Diameter=[0.298,0.365)","Height=[0.131,0.155)","ShellWeight=[0.2,0.289)","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
7796,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.174,0.2)","ShellWeight=[0.2,0.289)","VisceraWeight=[0.234,0.315)","WholeWeight=[0.683,1)",NA,NA,NA,NA
7797,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.174,0.2)","Length=[0.602,0.67)","Sex=F","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
7798,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","Length=[0.441,0.53)","ShuckedWeight=[0.28,0.419)",NA,NA,NA,NA
7799,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
7800,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.174,0.2)","Sex=M","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
7801,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","Sex=M","ShellWeight=[0.2,0.289)",NA,NA,NA,NA
7802,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","Sex=M","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
7803,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.174,0.2)","Length=[0.441,0.53)","Sex=M","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
7804,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Diameter=[0.365,0.429)","Length=[0.53,0.602)","ShellWeight=[0.289,0.388)","VisceraWeight=[0.0855,0.16)",NA,NA,NA,NA
7805,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.131,0.155)","Length=[0.53,0.602)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.146,0.28)",NA,NA,NA,NA
7806,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Length=[0.53,0.602)","Sex=M","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.146,0.28)",NA,NA,NA,NA
7807,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Diameter=[0.365,0.429)","Height=[0.0963,0.131)","Sex=F","VisceraWeight=[0.0005,0.0855)",NA,NA,NA,NA
7808,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Length=[0.53,0.602)","Sex=M","ShellWeight=[0.107,0.2)","ShuckedWeight=[0.146,0.28)",NA,NA,NA,NA
7809,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Diameter=[0.429,0.494)","Length=[0.441,0.53)","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.146,0.28)",NA,NA,NA,NA
7810,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Diameter=[0.429,0.494)","Height=[0.131,0.155)","Sex=M","ShuckedWeight=[0.146,0.28)",NA,NA,NA,NA
7811,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",4,"Height=[0.131,0.155)","Length=[0.441,0.53)","Sex=M","VisceraWeight=[0.0005,0.0855)",NA,NA,NA,NA
7812,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Sex=M","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.78,2.83]",NA,NA,NA
7813,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)",NA,NA,NA
7814,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","Sex=F","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)",NA,NA,NA
7815,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.429,0.494)","Height=[0.2,1.13]","Length=[0.602,0.67)","Sex=M","VisceraWeight=[0.234,0.315)",NA,NA,NA
7816,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.494,0.65]","Height=[0.2,1.13]","Sex=M","ShellWeight=[0.289,0.388)","WholeWeight=[1,1.34)",NA,NA,NA
7817,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0.2,1.13]","Length=[0.53,0.602)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)","WholeWeight=[1,1.34)",NA,NA,NA
7818,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0.131,0.155)","Length=[0.67,0.815]","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA,NA,NA
7819,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0.131,0.155)","Length=[0.67,0.815]","Sex=M","VisceraWeight=[0.234,0.315)","WholeWeight=[1.34,1.78)",NA,NA,NA
7820,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0.155,0.174)","Length=[0.67,0.815]","Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.234,0.315)",NA,NA,NA
7821,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0.131,0.155)","Length=[0.67,0.815]","Sex=M","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.234,0.315)",NA,NA,NA
7822,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0.155,0.174)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.34,1.78)",NA,NA,NA
7823,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.429,0.494)","Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.34,1.78)",NA,NA,NA
7824,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0.155,0.174)","Sex=F","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)","WholeWeight=[1.34,1.78)",NA,NA,NA
7825,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0.155,0.174)","Length=[0.602,0.67)","Sex=M","ShellWeight=[0.388,0.534)","VisceraWeight=[0.315,0.413)",NA,NA,NA
7826,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.429,0.494)","Height=[0.131,0.155)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)",NA,NA,NA
7827,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.429,0.494)","Height=[0.131,0.155)","Length=[0.602,0.67)","ShellWeight=[0.289,0.388)","VisceraWeight=[0.315,0.413)",NA,NA,NA
7828,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.429,0.494)","Height=[0.131,0.155)","Length=[0.602,0.67)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)",NA,NA,NA
7829,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.429,0.494)","Height=[0.131,0.155)","Length=[0.602,0.67)","Sex=M","VisceraWeight=[0.315,0.413)",NA,NA,NA
7830,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.16,0.234)","WholeWeight=[1.34,1.78)",NA,NA,NA
7831,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0.174,0.2)","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","WholeWeight=[1,1.34)",NA,NA,NA
7832,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.494,0.65]","Height=[0.174,0.2)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.16,0.234)",NA,NA,NA
7833,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0.174,0.2)","Length=[0.602,0.67)","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.16,0.234)",NA,NA,NA
7834,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Length=[0.53,0.602)","Sex=F","ShellWeight=[0.388,0.534)","VisceraWeight=[0.234,0.315)","WholeWeight=[1,1.34)",NA,NA,NA
7835,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Length=[0.53,0.602)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.234,0.315)",NA,NA,NA
7836,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Length=[0.53,0.602)","Sex=M","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA,NA
7837,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.429,0.494)","Sex=M","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA,NA
7838,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.494,0.65]","Height=[0.155,0.174)","Length=[0.53,0.602)","Sex=F","VisceraWeight=[0.234,0.315)",NA,NA,NA
7839,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.494,0.65]","Height=[0.155,0.174)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA
7840,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.494,0.65]","Height=[0.155,0.174)","Length=[0.53,0.602)","Sex=F","WholeWeight=[1,1.34)",NA,NA,NA
7841,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.494,0.65]","Height=[0.155,0.174)","Length=[0.53,0.602)","Sex=F","ShuckedWeight=[0.419,0.574)",NA,NA,NA
7842,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.365,0.429)","Height=[0.155,0.174)","Sex=F","ShellWeight=[0.2,0.289)","WholeWeight=[0.359,0.683)",NA,NA,NA
7843,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.494,0.65]","Length=[0.602,0.67)","Sex=F","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.16,0.234)",NA,NA,NA
7844,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","Sex=M","ShellWeight=[0.289,0.388)","WholeWeight=[0.683,1)",NA,NA,NA
7845,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA,NA
7846,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","Sex=F","ShellWeight=[0.2,0.289)","WholeWeight=[0.683,1)",NA,NA,NA
7847,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.365,0.429)","Height=[0.174,0.2)","Length=[0.53,0.602)","Sex=M","WholeWeight=[0.683,1)",NA,NA,NA
7848,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0.174,0.2)","Sex=F","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.146,0.28)","WholeWeight=[0.683,1)",NA,NA,NA
7849,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0,0.0963)","Length=[0.327,0.441)","Sex=M","ShellWeight=[0.107,0.2)","VisceraWeight=[0.0005,0.0855)",NA,NA,NA
7850,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Length=[0.327,0.441)","Sex=I","ShuckedWeight=[0.001,0.146)","VisceraWeight=[0.0005,0.0855)","WholeWeight=[0.359,0.683)",NA,NA,NA
7851,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0.131,0.155)","Length=[0.602,0.67)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.234,0.315)","WholeWeight=[1,1.34)",NA,NA,NA
7852,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.494,0.65]","Sex=F","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.234,0.315)",NA,NA,NA
7853,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0.131,0.155)","Length=[0.602,0.67)","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.234,0.315)",NA,NA,NA
7854,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.365,0.429)","Height=[0.131,0.155)","Sex=M","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.234,0.315)",NA,NA,NA
7855,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.365,0.429)","Length=[0.53,0.602)","Sex=F","VisceraWeight=[0.234,0.315)","WholeWeight=[0.683,1)",NA,NA,NA
7856,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.365,0.429)","Length=[0.53,0.602)","Sex=M","ShellWeight=[0.2,0.289)","VisceraWeight=[0.234,0.315)",NA,NA,NA
7857,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.429,0.494)","Height=[0.131,0.155)","Length=[0.602,0.67)","ShuckedWeight=[0.28,0.419)","WholeWeight=[1,1.34)",NA,NA,NA
7858,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.429,0.494)","Height=[0.0963,0.131)","Sex=M","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.0855,0.16)",NA,NA,NA
7859,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.365,0.429)","Height=[0.131,0.155)","Length=[0.53,0.602)","Sex=F","ShuckedWeight=[0.146,0.28)",NA,NA,NA
7860,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0.131,0.155)","Length=[0.441,0.53)","ShellWeight=[0.107,0.2)","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0005,0.0855)",NA,NA,NA
7861,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0.131,0.155)","Sex=M","ShellWeight=[0.107,0.2)","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.0005,0.0855)",NA,NA,NA
7862,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0.131,0.155)","Sex=I","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.16,0.234)",NA,NA,NA
7863,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Diameter=[0.429,0.494)","Height=[0.131,0.155)","Sex=F","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.146,0.28)",NA,NA,NA
7864,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0.131,0.155)","Length=[0.53,0.602)","Sex=M","ShuckedWeight=[0.146,0.28)","VisceraWeight=[0.16,0.234)",NA,NA,NA
7865,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",5,"Height=[0.131,0.155)","Length=[0.441,0.53)","Sex=I","ShellWeight=[0.107,0.2)","VisceraWeight=[0.16,0.234)",NA,NA,NA
7866,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",6,"Height=[0.2,1.13]","Length=[0.67,0.815]","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.413,0.76]","WholeWeight=[1.34,1.78)",NA,NA
7867,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",6,"Height=[0.155,0.174)","Length=[0.602,0.67)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)",NA,NA
7868,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",6,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Sex=F","ShellWeight=[0.289,0.388)","VisceraWeight=[0.315,0.413)","WholeWeight=[1,1.34)",NA,NA
7869,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",6,"Diameter=[0.429,0.494)","Height=[0.174,0.2)","Sex=F","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.419,0.574)","VisceraWeight=[0.315,0.413)",NA,NA
7870,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",6,"Height=[0.155,0.174)","Length=[0.602,0.67)","Sex=F","ShellWeight=[0.388,0.534)","ShuckedWeight=[0.419,0.574)","WholeWeight=[1.34,1.78)",NA,NA
7871,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",6,"Diameter=[0.494,0.65]","Height=[0.174,0.2)","Length=[0.602,0.67)","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.16,0.234)","WholeWeight=[1.34,1.78)",NA,NA
7872,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",6,"Diameter=[0.365,0.429)","Height=[0.155,0.174)","Length=[0.441,0.53)","ShellWeight=[0.2,0.289)","ShuckedWeight=[0.28,0.419)","VisceraWeight=[0.16,0.234)",NA,NA
7873,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",6,"Height=[0.131,0.155)","Length=[0.53,0.602)","Sex=M","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.574,0.808)","WholeWeight=[1,1.34)",NA,NA
7874,0.000239406272444338,0.333333333333333,11.0502645502645,"Rings=14",6,"Diameter=[0.429,0.494)","Height=[0.131,0.155)","Sex=M","ShellWeight=[0.289,0.388)","ShuckedWeight=[0.574,0.808)","VisceraWeight=[0.16,0.234)",NA,NA
